Código,Descripción,GRUPO,Clasificación Sistemas JMC,SEGMENTO,Clasificación Partes JMC,TIPO
A598,TRICOMONIASIS DE OTROS SITIOS,18.0,10.0,12.0,47.0,13.0
A599,"TRICOMONIASIS, NO ESPECIFICADA",18.0,10.0,12.0,47.0,13.0
A600,INFECCION DE GENITALES Y TRAYECTO UROGENITAL Y DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],18.0,10.0,12.0,47.0,13.0
A601,INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE,18.0,10.0,36.0,2.0,13.0
A609,"INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACION",18.0,10.0,12.0,47.0,13.0
A630,VERRUGAS (VENEREAS) ANOGENITALES,18.0,10.0,12.0,47.0,13.0
A638,"OTRAS ENFERMEDADES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS",18.0,10.0,12.0,47.0,13.0
A64X,ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA,18.0,10.0,12.0,47.0,13.0
A65X,SIFILIS NO VENEREA,24.0,10.0,23.0,47.0,13.0
A660,LESIONES INICIALES DE FRAMBESIA,24.0,10.0,23.0,47.0,13.0
A661,LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO,24.0,10.0,23.0,47.0,13.0
A662,OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA,24.0,10.0,36.0,47.0,13.0
A663,HIPERQUERATOSIS DE FRAMBESIA,24.0,10.0,23.0,47.0,13.0
A664,GOMA Y ULCERAS DE FRAMBESIA,24.0,10.0,23.0,47.0,13.0
A665,GANGOSA,24.0,10.0,23.0,47.0,13.0
A666,LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES,24.0,10.0,23.0,47.0,13.0
A667,OTRAS MANIFESTACIONES DE FRAMBESIA,24.0,10.0,23.0,47.0,13.0
A668,FRAMBESIA LATENTE,24.0,10.0,23.0,47.0,13.0
A669,"FRAMBESIA , NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A670,LESIONES PRIMARIAS DE LA PINTA,24.0,10.0,23.0,47.0,13.0
A671,LESIONES INTERMEDIAS DE LA PINTA,24.0,10.0,23.0,47.0,13.0
A672,LESIONES TARDIAS DE LA PINTA,24.0,10.0,23.0,47.0,13.0
A673,LESIONES MIXTAS DE LA PINTA,24.0,10.0,23.0,47.0,13.0
A679,"PINTA, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A680,FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS,24.0,10.0,23.0,47.0,13.0
A681,FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS,24.0,10.0,23.0,47.0,13.0
A689,"FIEBRE RECURRENTE, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A690,ESTOMATITIS ULCERATIVA NECROTIZANTE,24.0,10.0,23.0,47.0,13.0
A691,OTRAS INFECCIONES DE VICENT,24.0,10.0,23.0,47.0,13.0
A692,ENFERMEDAD DE LYME,24.0,10.0,23.0,47.0,13.0
A698,OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS,24.0,10.0,23.0,47.0,13.0
A699,"INFECCION POR ESPIROQUETA, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A70X,INFECCION DEBIDA A CHLAMYDIA PSITTACI,24.0,10.0,23.0,47.0,13.0
A710,ESTADO INICIAL DE TRACOMA,24.0,10.0,23.0,47.0,13.0
A711,ESTADO ACTIVO DE TRACOMA,24.0,10.0,23.0,47.0,13.0
A719,"TRACOMA, NO ESPECIFICADO",24.0,10.0,23.0,47.0,13.0
A740,CONJUNTIVITIS POR CLAMIDIAS (H13.1*),24.0,10.0,4.0,66.0,13.0
A748,OTRAS ENFERMEDADES POR CLAMIDIAS,24.0,10.0,23.0,47.0,13.0
A749,"INFECCION POR CLAMIDIAS, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A750,TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS,24.0,10.0,23.0,47.0,13.0
A751,TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL],24.0,10.0,23.0,47.0,13.0
A752,TIFUS DEBIDO A RICKETTSIA TYPHI,24.0,10.0,23.0,47.0,13.0
A753,TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI,24.0,10.0,23.0,47.0,13.0
A759,"TIFUS, NO ESPECIFICADO",24.0,10.0,23.0,47.0,13.0
A770,FIEBRE MACULOSA DEBIDO A RICKETTSIA RICKETTSII,24.0,10.0,23.0,47.0,13.0
A771,FIEBRE MACULOSA DEBIDO A RICKETTSIA CONORII,24.0,10.0,23.0,47.0,13.0
A772,FIEBRE MACULOSA DEBIDO A RICKETTSIA SIBERICA,24.0,10.0,23.0,47.0,13.0
A773,FIEBRE MACULOSA DEBIDO A RICKETTSIA AUSTRALIS,24.0,10.0,23.0,47.0,13.0
A778,OTRAS FIEBRES MACULOSAS,24.0,10.0,23.0,47.0,13.0
A779,"FIEBRE MACULOSA, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A78X,FIEBRE Q,24.0,10.0,23.0,47.0,13.0
A790,FIEBRE DE LAS TRINCHERAS,24.0,10.0,23.0,47.0,13.0
A791,RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI,24.0,10.0,23.0,47.0,13.0
A798,OTRAS RICKETTSIOSIS ESPECIFICADAS,24.0,10.0,23.0,47.0,13.0
A799,"RICKETTSIOSIS, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A800,"POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA",24.0,10.0,23.0,47.0,13.0
A801,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE IMPORTADO,24.0,10.0,23.0,47.0,13.0
A802,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE AUTOCTONO,24.0,10.0,23.0,47.0,13.0
A803,"OTRAS POLIOMIELITIS AGUDAS PARALITICAS, Y NO LAS ESPECIFICADAS",24.0,10.0,23.0,47.0,13.0
A804,POLIOMIELITIS AGUDA NO PARALITICA,24.0,10.0,23.0,47.0,13.0
A809,"POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACIÓN",24.0,10.0,23.0,47.0,13.0
A810,ENFERMEDAD DE CREUTZFELDT-JAKOB,24.0,7.0,24.0,48.0,13.0
A811,PANENCEFALITIS ESCLEROSANTE SUBAGUDA,24.0,7.0,24.0,48.0,13.0
A812,LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA,24.0,7.0,24.0,48.0,13.0
A818,OTRAS INFECCIONES DEL SISTEMA NERVIOSO POR VIRUS ATIPICO,24.0,7.0,24.0,48.0,13.0
A819,"INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO, SIN OTRA ESPECIFICACION",24.0,7.0,24.0,48.0,13.0
A820,RABIA SELVATICA,24.0,10.0,23.0,47.0,13.0
A821,RABIA URBANA,24.0,10.0,23.0,47.0,13.0
A829,"RABIA, SIN OTRA ESPECIFICACION",24.0,10.0,23.0,47.0,13.0
A830,ENCEFALITIS JAPONESA,24.0,7.0,24.0,48.0,13.0
A831,ENCEFALITIS EQUINA DEL OESTE,24.0,7.0,24.0,48.0,13.0
A832,ENCEFALITIS EQUINA DEL ESTE,24.0,7.0,24.0,48.0,13.0
A833,ENCEFALITIS DE SAN LUIS,24.0,7.0,24.0,48.0,13.0
A834,ENCEFALITIS AUSTRALIANA,24.0,7.0,24.0,48.0,13.0
A835,ENCEFALITIS DE CALIFORNIA,24.0,7.0,24.0,48.0,13.0
A836,ENFERMEDAD POR VIRUS ROCIO,24.0,7.0,24.0,48.0,13.0
A838,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS,24.0,7.0,24.0,48.0,13.0
A839,"ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION",24.0,7.0,24.0,48.0,13.0
A840,ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA],24.0,7.0,24.0,48.0,13.0
A841,ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS,24.0,7.0,24.0,48.0,13.0
A848,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS,24.0,7.0,24.0,48.0,13.0
A849,"ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION",24.0,7.0,24.0,48.0,13.0
A850,ENCEFALITIS ENTEROVIRAL (G05.1*),24.0,7.0,24.0,48.0,13.0
A851,ENCEFALITIS POR ADENOVIRUS (G05.1*),24.0,7.0,24.0,48.0,13.0
A852,"ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFICACIÓN",24.0,7.0,24.0,48.0,13.0
A858,OTRAS ENCEFALITIS VIRALES ESPECIFICADAS,24.0,7.0,24.0,48.0,13.0
A86X,"ENCEFALITIS VIRAL, NO ESPECIFICADA",24.0,7.0,24.0,48.0,13.0
A870,MENINGITIS ENTEROVIRAL (G02.0*),24.0,7.0,24.0,48.0,13.0
A871,MENINGITIS DEBIDA A ADENOVIRUS (G02.0*),24.0,7.0,24.0,48.0,13.0
A872,CORIOMENINGITIS LINFOCITICA,24.0,7.0,24.0,48.0,13.0
A878,OTRAS MENINGITIS VIRALES,24.0,7.0,24.0,48.0,13.0
A879,"MENINGITIS VIRAL, SIN OTRA ESPECIFICACION",24.0,7.0,24.0,48.0,13.0
A880,FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON],24.0,3.0,26.0,51.0,13.0
A881,VERTIGO EPIDEMICO,24.0,7.0,31.0,35.0,13.0
A888,OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,24.0,7.0,24.0,48.0,13.0
A89X,"INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",24.0,7.0,24.0,48.0,13.0
A90X,FIEBRE DEL DENGUE [DENGUE CLASICO],24.0,10.0,23.0,47.0,13.0
A91X,FIEBRE DEL DENGUE HEMORRAGICO,24.0,10.0,23.0,47.0,13.0
A920,ENFERMEDAD POR VIRUS CHIKUNGUNYA,24.0,10.0,23.0,47.0,13.0
A921,FIEBRE DE O´NYONG-NYONG,24.0,10.0,23.0,47.0,13.0
A922,FIEBRE EQUINA VENEZOLANA,24.0,10.0,23.0,47.0,13.0
A923,FIEBRE DEL OESTE DEL NILO,24.0,10.0,23.0,47.0,13.0
A924,FIEBRE DEL VALLE DEL RIFT,24.0,10.0,23.0,47.0,13.0
A928,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS,24.0,10.0,23.0,47.0,13.0
A929,"FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION",24.0,10.0,23.0,47.0,13.0
A930,ENFERMEDAD POR VIRUS DE OROPOUCHE,24.0,10.0,23.0,47.0,13.0
A931,FIEBRE TRANSMITIDA POR FLEBOTOMOS,24.0,10.0,23.0,47.0,13.0
A932,FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS,24.0,10.0,23.0,47.0,13.0
A938,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ANTROPODOS,24.0,10.0,23.0,47.0,13.0
A94X,"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A950,FIEBRE AMARILLA SELVATICA,24.0,10.0,23.0,47.0,13.0
A951,FIEBRE AMARILLA URBANA,24.0,10.0,23.0,47.0,13.0
A959,"FIEBRE AMARILLA, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
A960,FIEBRE HEMORRAGICA DE JUNIN,24.0,10.0,23.0,47.0,13.0
A961,FIEBRE HEMORRAGICA DE MACHUPO,24.0,10.0,23.0,47.0,13.0
A962,FIEBRE DE LASSA,24.0,10.0,23.0,47.0,13.0
A968,OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS,24.0,10.0,23.0,47.0,13.0
A969,"FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION",24.0,10.0,23.0,47.0,13.0
A980,FIEBRE HEMORRAGICA DE CRIMEA-CONGO,24.0,10.0,23.0,47.0,13.0
A981,FIEBRE HEMORRAGICA DE OMSK,24.0,10.0,23.0,47.0,13.0
A982,ENFERMEDAD DE LA SELVA DE KYASANUR,24.0,10.0,23.0,47.0,13.0
A983,ENFERMEDAD POR EL VIRUS DE MARBURG,24.0,10.0,23.0,47.0,13.0
A984,ENFERMEDAD POR EL VIRUS DE EBOLA,24.0,10.0,23.0,47.0,13.0
A985,FIEBRES HEMORRAGICAS CON SINDROME RENAL,24.0,10.0,23.0,47.0,13.0
A988,OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS,24.0,10.0,23.0,47.0,13.0
A99X,"FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
B000,ECZEMA HERPETICO,24.0,2.0,36.0,75.0,13.0
B001,DERMATITIS VESICULAR HERPETICA,24.0,2.0,36.0,75.0,13.0
B002,GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA,24.0,11.0,16.0,13.0,13.0
B003,MENINGITIS HERPETICA (G02.0*),24.0,7.0,24.0,48.0,13.0
B004,ENCEFALITIS HERPETICA (G05.1*),24.0,7.0,24.0,48.0,13.0
B005,OCULOPATIA HERPETICA,24.0,10.0,4.0,66.0,13.0
B007,ENFERMEDAD HERPETICA DISEMINADA,24.0,2.0,23.0,47.0,13.0
B008,OTRAS FORMAS DE INFECCIONES HERPETICAS,24.0,2.0,23.0,47.0,13.0
B009,"INFECCION DEBIDA A EL VIRUS DEL HERPES, NO ESPECIFICADA",24.0,2.0,23.0,47.0,13.0
B010,MENINGITIS DEBIDA A LA VARICELA (G02.0*),24.0,7.0,24.0,48.0,13.0
B011,ENCEFALITIS DEBIDA A LA VARICELA (G05.1*),24.0,7.0,24.0,48.0,13.0
B012,NEUMONIA DEBIDA A LA VARICELA (J17.1*),24.0,11.0,38.0,80.0,13.0
B018,VARICELA CON OTRAS COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B019,VARICELA SIN COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B020,ENCEFALITIS DEBIDA A HERPES ZOSTER (G05.1*),24.0,7.0,24.0,48.0,13.0
B021,MENINGITIS DEBIDA A HERPES ZOSTER (G02.0*),24.0,7.0,24.0,48.0,13.0
B022,HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO,24.0,2.0,23.0,47.0,13.0
B023,HERPES ZOSTER OCULAR,24.0,2.0,23.0,47.0,13.0
B027,HERPES ZOSTER DISEMINADO,24.0,2.0,23.0,47.0,13.0
B028,HERPES ZOSTER CON OTRAS COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B029,HERPES ZOSTER SIN COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B03X,VIRUELA,24.0,2.0,23.0,47.0,13.0
B04X,VIRUELA DE LOS MONOS,24.0,2.0,23.0,47.0,13.0
B050,SARAMPION COMPLICADO CON ENCEFALITIS (G05.1*),24.0,2.0,23.0,47.0,13.0
B051,SARAMPION COMPLICADO CON MENINGITIS (G02.0*),24.0,2.0,23.0,47.0,13.0
B052,SARAMPION COMPLICADO CON NEUMONIA (J17.1*),24.0,2.0,23.0,47.0,13.0
B053,SARAMPION COMPLICADO CON OTITIS MEDIA (H67.1*),24.0,2.0,23.0,47.0,13.0
B054,SARAMPION CON COMPLICACIONES INTESTINALES,24.0,2.0,23.0,47.0,13.0
B058,SARAMPION CON OTRAS COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B059,SARAMPION SIN COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B060,RUBEOLA CON COMPLICACIONES NEUROLOGICAS,24.0,2.0,23.0,47.0,13.0
B068,RUBEOLA CON OTRAS COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B069,RUBEOLA SIN COMPLICACIONES,24.0,2.0,23.0,47.0,13.0
B07X,VERRUGAS VIRICAS,24.0,2.0,36.0,75.0,13.0
B080,OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS,24.0,2.0,23.0,47.0,13.0
B081,MOLUSCO CONTAGIOSO,24.0,2.0,36.0,75.0,13.0
B082,EXANTEMA SUBITO [SEXTA ENFERMEDAD],24.0,2.0,36.0,75.0,13.0
B083,ERITEMA INFECCIOSO [QUINTA ENFERMEDAD],24.0,2.0,36.0,75.0,13.0
B084,ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,24.0,2.0,23.0,47.0,13.0
B085,FARINGITIS VESICULAR ENTEROVIRICA,24.0,11.0,16.0,24.0,13.0
B088,"OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",24.0,2.0,36.0,47.0,13.0
B09X,"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",24.0,2.0,36.0,47.0,13.0
B150,"HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO",16.0,3.0,22.0,44.0,13.0
B159,"HEPATITIS AGUDA TIPO A, CON COMA HEPATICO",16.0,3.0,22.0,44.0,13.0
B160,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO",16.0,3.0,22.0,44.0,13.0
B161,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO",16.0,3.0,22.0,44.0,13.0
B162,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO",16.0,3.0,22.0,44.0,13.0
B169,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO",16.0,3.0,22.0,44.0,13.0
B170,INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B,16.0,3.0,22.0,44.0,13.0
B171,HEPATITIS AGUDA TIPO C,16.0,3.0,22.0,44.0,13.0
B172,HEPATITIS AGUDA TIPO E,16.0,3.0,22.0,44.0,13.0
B178,OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,16.0,3.0,22.0,44.0,13.0
B180,"HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA",16.0,3.0,22.0,44.0,13.0
B181,"HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA",16.0,3.0,22.0,44.0,13.0
B182,HEPATITIS VIRAL TIPO C CRONICA,16.0,3.0,22.0,44.0,13.0
B188,OTRAS HEPATITIS VIRALES CRONICAS,16.0,3.0,22.0,44.0,13.0
B189,"HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION",16.0,3.0,22.0,44.0,13.0
B190,HEPATITIS VIRAL NO ESPECIFICADA CON COMA,16.0,3.0,22.0,44.0,13.0
B199,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA,16.0,3.0,22.0,44.0,13.0
B200,"ENFERMEDAD POR EL VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS",15.0,10.0,13.0,33.0,13.0
B201,"ENFERMEDAD POR EL VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS",15.0,10.0,13.0,33.0,13.0
B202,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS",15.0,10.0,13.0,33.0,13.0
B203,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES",15.0,10.0,13.0,33.0,13.0
B204,"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS",15.0,10.0,13.0,33.0,13.0
B205,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS",15.0,10.0,13.0,33.0,13.0
B206,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII",15.0,10.0,13.0,33.0,13.0
B207,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES",15.0,10.0,13.0,33.0,13.0
B208,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",15.0,10.0,13.0,33.0,13.0
B209,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA",15.0,10.0,13.0,33.0,13.0
B210,"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI",15.0,10.0,13.0,33.0,13.0
B211,"ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT",15.0,10.0,13.0,33.0,13.0
B212,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN",15.0,10.0,13.0,33.0,13.0
B213,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS",15.0,10.0,13.0,33.0,13.0
B217,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES",15.0,10.0,13.0,33.0,13.0
B218,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS",15.0,10.0,13.0,33.0,13.0
B219,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS",15.0,10.0,13.0,33.0,13.0
B220,"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA",15.0,10.0,13.0,33.0,13.0
B221,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL",15.0,10.0,13.0,33.0,13.0
B222,"ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO",15.0,10.0,13.0,33.0,13.0
B227,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE",15.0,10.0,13.0,33.0,13.0
B230,SINDROME DE INFECCION AGUDA DEBIDA A VIH,15.0,10.0,13.0,33.0,13.0
B231,"ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE)",15.0,10.0,13.0,33.0,13.0
B232,"ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS, NO CLASIFICADAS EN OTRA PARTE",15.0,10.0,13.0,33.0,13.0
B238,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS",15.0,10.0,13.0,33.0,13.0
B24X,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION",15.0,10.0,13.0,33.0,13.0
B250,NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1*),24.0,11.0,38.0,80.0,13.0
B251,HEPATITIS DEBIDA A VIRUS CITOMEGALICO,24.0,3.0,22.0,44.0,13.0
B252,PANCREATITIS DEBIDA A VIRUS CITOMEGALICO,24.0,3.0,11.0,69.0,13.0
B258,OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO,24.0,10.0,23.0,47.0,13.0
B259,"ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
B260,ORQUITIS POR PAROTIDITIS (N51.1*),24.0,12.0,19.0,89.0,13.0
B261,MENINGITIS POR PAROTIDITIS (G02.0*),24.0,7.0,24.0,48.0,13.0
B262,ENCEFALITIS POR PAROTIDITIS (G05.1*),24.0,7.0,24.0,48.0,13.0
B263,PANCREATITIS POR PAROTIDITIS (K87.1*),24.0,3.0,11.0,69.0,13.0
B268,PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES,24.0,11.0,20.0,13.0,13.0
B269,"PAROTIDITIS, SIN COMPLICACIONES",24.0,11.0,20.0,13.0,13.0
B270,MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA,24.0,10.0,23.0,47.0,13.0
B271,MONONUCLEOSIS POR CITOMEGALOVIRUS,24.0,10.0,23.0,47.0,13.0
B278,OTRAS MONONUCLEOSIS INFECCIOSAS,24.0,10.0,23.0,47.0,13.0
B279,"MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
B300,QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*),24.0,10.0,4.0,66.0,13.0
B301,CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*),24.0,10.0,4.0,66.0,13.0
B302,FARINGOCONJUNTIVITIS VIRAL,24.0,10.0,4.0,66.0,13.0
B303,CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*),24.0,10.0,4.0,66.0,13.0
B308,OTRAS CONJUNTIVITIS VIRALES (H13.1*),24.0,10.0,4.0,66.0,13.0
B309,"CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION",24.0,10.0,4.0,66.0,13.0
B330,MIALGIA EPIDEMICA,24.0,10.0,29.0,47.0,13.0
B331,ENFERMEDAD DEL RIO ROSS,24.0,10.0,23.0,47.0,13.0
B332,CARDITIS VIRAL,24.0,1.0,24.0,22.0,13.0
B333,"INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE",24.0,10.0,23.0,47.0,13.0
B338,OTRAS ENFERMEDADES VIRALES ESPECIFICADAS,24.0,10.0,23.0,47.0,13.0
B340,"INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION",24.0,10.0,23.0,47.0,13.0
B341,"INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION",24.0,3.0,26.0,51.0,13.0
B342,"INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION",24.0,10.0,23.0,47.0,13.0
B343,"INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION",24.0,10.0,23.0,47.0,13.0
B344,"INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION",24.0,10.0,23.0,47.0,13.0
B348,OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO,24.0,10.0,23.0,47.0,13.0
B349,"INFECCION VIRAL, NO ESPECIFICADA",24.0,10.0,23.0,47.0,13.0
B350,TIÑA DE LA BARBA Y DEL CUERO CABELLUDO,24.0,2.0,36.0,75.0,13.0
B351,TIÑA DE LAS UÑAS,24.0,2.0,36.0,75.0,13.0
B352,TIÑA DE LA MANO,24.0,2.0,36.0,75.0,13.0
B353,TIÑA DEL PIE [TINEA PEDIS],24.0,2.0,36.0,75.0,13.0
B354,TIÑA DEL CUERPO [TINEA CORPORIS],24.0,2.0,36.0,75.0,13.0
B355,TIÑA IMBRICADA [TINEA IMBRICATA],24.0,2.0,36.0,75.0,13.0
B356,TIÑA INGUINAL [TINEA CRURIS],24.0,2.0,36.0,75.0,13.0
B358,OTRAS DERMATOFITOSIS,24.0,2.0,36.0,75.0,13.0
B359,"DERMATOFITOSIS, NO ESPECIFICADA",24.0,2.0,36.0,75.0,13.0
B360,PITIRIASIS VERSICOLOR,24.0,2.0,36.0,75.0,13.0
B361,TIÑA NEGRA,24.0,2.0,36.0,75.0,13.0
